source target sign
HSA-MIR-192-5P MRPL50 +
HSA-MIR-192-5P BLM -
HSA-MIR-192-5P LRRC58 -
HSA-MIR-192-5P CDK14 +
HSA-MIR-192-5P KRT18P8 -
HSA-MIR-192-5P LARS +
HSA-MIR-192-5P FAM120AOS -
HSA-MIR-192-5P CRK -
HSA-MIR-192-5P CCDC121 +
HSA-MIR-192-5P NCEH1 -
HSA-MIR-192-5P RNF141 -
HSA-MIR-766-3P BAX +
HSA-MIR-210-3P INPP5A +
HSA-MIR-210-3P CPEB2 -
HSA-MIR-210-3P SMCHD1 +
HSA-MIR-210-3P EHD2 +
HSA-MIR-210-3P IGFBP3 -
HSA-MIR-210-3P CDK10 +
HSA-MIR-210-3P XIST -
HSA-MIR-210-3P DIMT1 -
HSA-MIR-210-3P HOXA3 -
HSA-MIR-210-3P DDAH1 -
HSA-MIR-210-3P FGFRL1 +
HSA-MIR-210-3P NIPBL -
HSA-MIR-210-3P TNPO1 -
HSA-MIR-210-3P APC +
HSA-MIR-210-3P SDHD -
HSA-MIR-210-3P SERTAD2 +
HSA-MIR-210-3P STMN1 -
HSA-MIR-210-3P KIAA1161 -
HSA-MIR-210-3P COL4A2 +
HSA-MIR-210-3P ABCB9 +
HSA-MIR-210-3P ISCU -
HSA-MIR-210-3P MCM3 +
HSA-MIR-210-3P DENND6A -
HSA-MIR-210-3P CHD9 -
HSA-MIR-210-3P MID1IP1 +
HSA-MIR-210-3P NDUFA4 +
HSA-MIR-210-3P PTPN1 +
HSA-MIR-210-3P HECTD1 -
HSA-MIR-210-3P SH3BGRL -
HSA-MIR-210-3P MDGA1 +
HSA-MIR-210-3P ATP11C +
HSA-MIR-210-3P MIB1 -
HSA-MIR-210-3P FOXN3 +
HSA-MIR-210-3P E2F3 -
HSA-MIR-210-3P ELK3 -
HSA-MIR-210-3P PTBP3 -
HSA-MIR-210-3P BDNF -
HSA-MIR-210-3P P4HB +
HSA-MIR-210-3P ALDH5A1 +
HSA-MIR-210-3P UBQLN1 -
HSA-MIR-210-3P CBX1 -
HSA-MIR-210-3P NCAM1 +
HSA-MIR-210-3P GPD1L +
HSA-MIR-210-3P SEH1L +
HSA-MIR-210-3P CLASP2 +
HSA-MIR-210-3P VMP1 +
HSA-MIR-210-3P PTAR1 -
HSA-MIR-30A-3P ATF3 -
HSA-MIR-487B-3P MAGI2 +
HSA-MIR-487B-3P SUZ12 -
HSA-MIR-487B-3P BMI1 +
HSA-MIR-487B-3P WNT5A -
HSA-MIR-487B-3P MYC +
HSA-MIR-487B-3P KRAS -
HSA-MIR-629-5P ZEB1 -
HSA-MIR-629-5P TP53INP2 -
HSA-MIR-629-5P RAB12 +
HSA-MIR-629-5P PTPRB -
HSA-MIR-629-5P CARD8 +
HSA-MIR-629-5P PERP +
HSA-MIR-629-5P CFLAR -
HSA-MIR-629-5P RASSF8 -
HSA-MIR-629-5P HNF4A +
HSA-MIR-629-5P AKTIP +
HSA-MIR-629-5P TNFRSF10D +
HSA-MIR-19B-3P HIPK1 -
HSA-MIR-19B-3P TGFBR2 -
HSA-MIR-449A CDK6 +
HSA-MIR-449A CDC25A -
HSA-MIR-93-5P MSMO1 -
HSA-MIR-93-5P EREG -
HSA-MIR-93-5P TGFBR2 -
HSA-MIR-93-5P E2F1 +
HSA-MIR-93-5P MXD1 +
HSA-MIR-93-5P SASH1 +
HSA-MIR-93-5P MGLL +
HSA-MIR-93-5P NPAS2 -
HSA-MIR-93-5P TRIP10 -
HSA-MIR-93-5P CDKN1A -
HSA-MIR-93-5P SNX16 +
HSA-MIR-93-5P HIF1A +
HSA-MIR-93-5P SNX9 -
HSA-MIR-93-5P UNKL -
HSA-MIR-93-5P DAB2 +
HSA-MIR-93-5P SLC16A9 +
HSA-MIR-299-5P SPP1 -
HSA-MIR-486-5P OLFM4 +
HSA-MIR-486-5P CD40 -
HSA-MIR-92A-1-5P PTEN -
HSA-MIR-92A-1-5P CISH -
HSA-MIR-133A-3P TCTEX1D2 -
HSA-MIR-133A-3P CNN2 -
HSA-MIR-133A-3P CERS2 +
HSA-MIR-133A-3P BCAN +
HSA-MIR-133A-3P FSCN1 -
HSA-MIR-133A-3P RFT1 -
HSA-MIR-133A-3P FBN1 -
HSA-MIR-133A-3P RFFL +
HSA-MIR-133A-3P PNP -
HSA-MIR-133A-3P UBA2 +
HSA-MIR-133A-3P PLEKHA3 +
HSA-MIR-133A-3P SGMS2 +
HSA-MIR-133A-3P PRELID1 -
HSA-MIR-133A-3P FAM120C -
HSA-MIR-133A-3P SEC61B -
HSA-MIR-133A-3P ARL6IP1 +
HSA-MIR-133A-3P TAGLN2 +
HSA-MIR-133A-3P SENP1 -
HSA-MIR-133A-3P ARPC5 +
HSA-MIR-133A-3P GSTP1 -
HSA-MIR-133A-3P SMIM14 +
HSA-MIR-133A-3P ANXA2 +
HSA-MIR-133A-3P TPM1 +
HSA-MIR-133A-3P FTL +
HSA-MIR-133A-3P SNX30 +
HSA-MIR-199A-3P MECP2 -
HSA-MIR-199A-3P DNAJA4 +
HSA-MIR-199A-3P CCNL1 +
HSA-MIR-199A-3P MET +
HSA-MIR-199A-3P ETS2 +
HSA-MIR-199A-3P MED6 +
HSA-MIR-199A-3P JUNB +
HSA-MIR-199A-3P MTOR -
HSA-MIR-199A-3P APOE +
HSA-MIR-671-5P CDR1 -
HSA-MIR-27A-3P CPPED1 +
HSA-MIR-27A-3P CAB39L -
HSA-MIR-27A-3P ENDOU -
HSA-MIR-27A-3P FOXO1 +
HSA-MIR-27A-3P CNN3 +
HSA-MIR-27A-3P CRISP2 +
HSA-MIR-27A-3P PSAP +
HSA-MIR-27A-3P CCNYL1 +
HSA-MIR-27A-3P SPRY2 +
HSA-MIR-27A-3P BNIP3 +
HSA-MIR-27A-3P WNK1 +
HSA-MIR-27A-3P RMND5A +
HSA-MIR-27A-3P LPIN1 -
HSA-MIR-27A-3P YWHAZ -
HSA-MIR-24-3P SLC5A6 +
HSA-MIR-24-3P HIC2 +
HSA-MIR-24-3P FEN1 -
HSA-MIR-24-3P SLC25A15 +
HSA-MIR-24-3P SCML1 -
HSA-MIR-24-3P PLAGL2 +
HSA-MIR-24-3P FGFR3 +
HSA-MIR-24-3P TACC3 +
HSA-MIR-24-3P E2F2 -
HSA-MIR-24-3P DCP2 -
HSA-MIR-24-3P KPNA6 +
HSA-MIR-24-3P CYP20A1 -
HSA-MIR-24-3P SLC2A3 -
HSA-MIR-24-3P ACACA +
HSA-MIR-24-3P GUCD1 +
HSA-MIR-24-3P SNRPB2 -
HSA-MIR-24-3P NRIP1 -
HSA-MIR-24-3P CDK4 +
HSA-MIR-24-3P GGA2 -
HSA-MIR-24-3P PSME3 -
HSA-MIR-24-3P NOTUM +
HSA-MIR-24-3P MIS18A +
HSA-MIR-24-3P KLHL23 +
HSA-MIR-24-3P PSMD1 -
HSA-MIR-24-3P PACSIN3 +
HSA-MIR-24-3P ACTL6A +
HSA-MIR-24-3P MED16 +
HSA-MIR-24-3P C15ORF39 -
HSA-MIR-24-3P BTBD3 +
HSA-MIR-24-3P URM1 +
HSA-MIR-24-3P TNIP2 -
HSA-MIR-24-3P MATR3 -
HSA-MIR-24-3P PHOSPHO2 +
HSA-MIR-24-3P EXOSC8 -
HSA-MIR-24-3P OARD1 -
HSA-MIR-24-3P MAP3K9 +
HSA-MIR-24-3P STK35 +
HSA-MIR-24-3P CNDP2 +
HSA-MIR-24-3P MYC -
HSA-MIR-24-3P CSTF3 +
HSA-MIR-24-3P NEK6 +
HSA-MIR-24-3P PDPK1 -
HSA-MIR-24-3P CMTM4 +
HSA-MIR-24-3P ABCE1 +
HSA-MIR-24-3P ARL1 +
HSA-MIR-24-3P MIDN +
HSA-MIR-24-3P SLC35B2 +
HSA-MIR-24-3P UNG -
HSA-MIR-24-3P NOP14 -
HSA-MIR-24-3P TCEA3 +
HSA-MIR-24-3P NCBP2 +
HSA-MIR-24-3P MRPL27 -
HSA-MIR-24-3P ARHGEF18 -
HSA-MIR-24-3P SLC11A2 -
HSA-MIR-24-3P FURIN +
HSA-MIR-24-3P GYG2 +
HSA-MIR-24-3P UQCC -
HSA-MIR-24-3P MARCKSL1 +
HSA-MIR-24-3P MRPS22 +
HSA-MIR-24-3P ANPEP -
HSA-MIR-24-3P VPS25 -
HSA-MIR-24-3P LLGL1 +
HSA-MIR-24-3P S100P -
HSA-MIR-24-3P RAP2C +
HSA-MIR-24-3P EIF4H +
HSA-MIR-24-3P SUMO3 -
HSA-MIR-24-3P THOP1 +
HSA-MIR-24-3P NUBPL +
HSA-MIR-24-3P TBPL1 +
HSA-MIR-24-3P DUS1L +
HSA-MIR-24-3P CTDSP1 -
HSA-MIR-24-3P GTF3C2 -
HSA-MIR-24-3P TOMM22 +
HSA-MIR-24-3P DTL -
HSA-MIR-24-3P ADPGK -
HSA-MIR-24-3P ZNF317 +
HSA-MIR-24-3P ARHGEF7 +
HSA-MIR-24-3P CSK -
HSA-MIR-24-3P TUBGCP2 +
HSA-MIR-24-3P NOP56 +
HSA-MIR-24-3P OXSR1 -
HSA-MIR-24-3P ABCB10 +
HSA-MIR-24-3P CCL2 -
HSA-MIR-24-3P COPS7A +
HSA-MIR-24-3P ERBB3 +
HSA-MIR-24-3P MED22 +
HSA-MIR-24-3P PCGF6 -
HSA-MIR-24-3P SERGEF +
HSA-MIR-24-3P PROSER1 -
HSA-MIR-24-3P C18ORF56 -
HSA-MIR-24-3P CCAR1 -
HSA-MIR-24-3P CDKN1B -
HSA-MIR-24-3P KIAA1967 -
HSA-MIR-24-3P AAMP -
HSA-MIR-24-3P CMTM3 -
HSA-MIR-24-3P R3HDM4 -
HSA-MIR-24-3P PDLIM7 +
HSA-MIR-24-3P NASP -
HSA-MIR-24-3P AGPAT3 +
HSA-MIR-24-3P PDXK -
HSA-MIR-24-3P ATAD3A +
HSA-MIR-24-3P TOMM34 +
HSA-MIR-24-3P ACD +
HSA-MIR-24-3P SLC7A1 -
HSA-MIR-24-3P CCNA2 +
HSA-MIR-24-3P CDK1 -
HSA-MIR-24-3P KHSRP -
HSA-MIR-24-3P RPL7L1 +
HSA-MIR-24-3P UGDH -
HSA-MIR-24-3P ALDH5A1 +
HSA-MIR-24-3P CTCF -
HSA-MIR-24-3P MAFB -
HSA-MIR-24-3P SULT2A1 -
HSA-MIR-24-3P TOP1 -
HSA-MIR-24-3P C8ORF33 +
HSA-MIR-24-3P RFWD2 +
HSA-MIR-24-3P TNFAIP3 +
HSA-MIR-24-3P HBQ1 +
HSA-MIR-24-3P OGFR -
HSA-MIR-24-3P HMGB2 +
HSA-MIR-24-3P MAK16 +
HSA-MIR-24-3P CTDSP2 -
HSA-MIR-24-3P ADRM1 -
HSA-MIR-24-3P ZMYND19 -
HSA-MIR-24-3P CCDC58 -
HSA-MIR-24-3P NKD1 -
HSA-MIR-24-3P IQCB1 -
HSA-MIR-24-3P PSAP +
HSA-MIR-24-3P MMS19 +
HSA-MIR-24-3P UBE3A +
HSA-MIR-24-3P MALSU1 +
HSA-MIR-24-3P CDCA7 +
HSA-MIR-24-3P NET1 +
HSA-MIR-24-3P PAF1 -
HSA-MIR-24-3P RALA -
HSA-MIR-24-3P VRK1 -
HSA-MIR-24-3P RNF144A -
HSA-MIR-24-3P CIRBP +
HSA-MIR-24-3P CCND1 +
HSA-MIR-24-3P ADD3 +
HSA-MIR-24-3P RHOT2 +
HSA-MIR-24-3P GLYR1 +
HSA-MIR-24-3P KHNYN +
HSA-MIR-24-3P CCDC59 -
HSA-MIR-24-3P AUNIP -
HSA-MIR-24-3P GNPAT +
HSA-MIR-24-3P TGFB1 -
HSA-MIR-24-3P TAF15 -
HSA-MIR-24-3P TYW3 -
HSA-MIR-24-3P LAMTOR3 +
HSA-MIR-24-3P EIF4G3 +
HSA-MIR-24-3P BRCA1 -
HSA-MIR-24-3P AURKB +
HSA-MIR-24-3P CHD8 -
HSA-MIR-24-3P AGFG1 -
HSA-MIR-24-3P BEX1 +
HSA-MIR-24-3P BCL2L2 -
HSA-MIR-24-3P NFAT5 -
HSA-MIR-24-3P ITFG3 -
HSA-MIR-24-3P DDHD2 -
HSA-MIR-24-3P MCM10 -
HSA-MIR-24-3P PER2 -
HSA-MIR-24-3P TM9SF3 -
HSA-MIR-24-3P CWC27 +
HSA-MIR-24-3P E2F3 -
HSA-MIR-24-3P H2AFX +
HSA-MIR-24-3P SLC52A2 -
HSA-MIR-24-3P SRRT +
HSA-MIR-24-3P USP10 -
HSA-MIR-24-3P EIF2S3 -
HSA-MIR-24-3P METAP2 -
HSA-MIR-24-3P FOXQ1 -
HSA-MIR-24-3P BCL2L12 +
HSA-MIR-24-3P MBD6 +
HSA-MIR-24-3P GMFB -
HSA-MIR-24-3P AK3 -
HSA-MIR-24-3P TRIB3 -
HSA-MIR-24-3P CHFR -
HSA-MIR-24-3P SLC7A2 -
HSA-MIR-24-3P NUP54 -
HSA-MIR-24-3P KIAA0100 -
HSA-MIR-24-3P VPS35 -
HSA-MIR-24-3P PLIN3 -
HSA-MIR-24-3P MTF2 +
HSA-MIR-24-3P NETO2 +
HSA-MIR-24-3P PHF16 -
HSA-MIR-24-3P C15ORF57 +
HSA-MIR-24-3P ZBED1 -
HSA-MIR-24-3P PA2G4 +
HSA-MIR-24-3P KLHDC3 +
HSA-MIR-24-3P KIAA0020 -
HSA-MIR-24-3P PTPLAD1 +
HSA-MIR-24-3P RCE1 -
HSA-MIR-24-3P FNTB +
HSA-MIR-24-3P ALG1 -
HSA-MIR-24-3P TDRP +
HSA-MIR-24-3P NAE1 -
HSA-MIR-24-3P SNRPD3 +
HSA-MIR-24-3P NFKBIA +
HSA-MIR-24-3P NR0B2 -
HSA-MIR-24-3P POLD1 -
HSA-MIR-24-3P PCK2 -
HSA-MIR-24-3P MRPS24 +
HSA-MIR-24-3P ADD1 -
HSA-MIR-24-3P PAK4 +
HSA-MIR-24-3P PRIM1 +
HSA-MIR-24-3P NARF +
HSA-MIR-24-3P FZD4 +
HSA-MIR-24-3P NEDD4L +
HSA-MIR-24-3P MCM4 -
HSA-MIR-24-3P UBD +
HSA-MIR-24-3P AP5M1 -
HSA-MIR-24-3P DHCR24 +
HSA-MIR-24-3P LSM12 +
HSA-MIR-24-3P KIAA0195 -
HSA-MIR-24-3P FAH -
HSA-MIR-24-3P ALG5 -
HSA-MIR-24-3P DCAF4 +
HSA-MIR-24-3P PSTPIP2 -
HSA-MIR-24-3P RRP12 +
HSA-MIR-24-3P TSPAN14 -
HSA-MIR-24-3P PPM1F -
HSA-MIR-24-3P SLC29A4 -
HSA-MIR-24-3P C1ORF106 -
HSA-MIR-24-3P COMMD9 -
HSA-MIR-24-3P CCNB1 -
HSA-MIR-24-3P FBXO34 +
HSA-MIR-24-3P SESN1 +
HSA-MIR-24-3P AKAP7 -
HSA-MIR-24-3P GBAS -
HSA-MIR-24-3P UBE2C +
HSA-MIR-24-3P GTF2E1 -
HSA-MIR-24-3P DHFR +
HSA-MIR-24-3P MED24 -
HSA-MIR-24-3P PRKRIR -
HSA-MIR-24-3P CARD10 -
HSA-MIR-24-3P DSC2 +
HSA-MIR-24-3P HNF4A +
HSA-MIR-24-3P TNPO3 +
HSA-MIR-24-3P STRADB -
HSA-MIR-24-3P MRPL40 -
HSA-MIR-24-3P HSF2 +
HSA-MIR-24-3P RRM2 -
HSA-MIR-24-3P VHL -
HSA-MIR-24-3P POLR2D +
HSA-MIR-372-3P TGFBR2 -
HSA-MIR-372-3P TRPS1 +
HSA-MIR-372-3P LATS2 +
HSA-MIR-372-3P KLF13 -
HSA-MIR-372-3P TXNIP -
HSA-MIR-372-3P ERBB4 -
HSA-MIR-372-3P RHOC -
HSA-MIR-372-3P MBNL2 -
HSA-MIR-372-3P NR4A2 -
HSA-MIR-372-3P NFIB +
HSA-MIR-193B-3P CCDC28A +
HSA-MIR-193B-3P TACC3 +
HSA-MIR-193B-3P C9ORF40 -
HSA-MIR-193B-3P PHF19 +
HSA-MIR-193B-3P SLC25A15 +
HSA-MIR-193B-3P FANCE -
HSA-MIR-193B-3P ENDOD1 +
HSA-MIR-193B-3P MCM3 +
HSA-MIR-193B-3P MCM5 +
HSA-MIR-193B-3P FAM101B +
HSA-MIR-193B-3P APOBEC3B +
HSA-MIR-193B-3P WWTR1 -
HSA-MIR-193B-3P LEF1 +
HSA-MIR-193B-3P RFC5 -
HSA-MIR-193B-3P RSF1 -
HSA-MIR-193B-3P LOC391247 +
HSA-MIR-193B-3P A4GALT -
HSA-MIR-193B-3P E2F6 -
HSA-MIR-193B-3P E2F2 +
HSA-MIR-193B-3P E2F1 -
HSA-MIR-193B-3P CKAP2L +
HSA-MIR-193B-3P FEN1 -
HSA-MIR-193B-3P CEP128 +
HSA-MIR-193B-3P RBM8A -
HSA-MIR-193B-3P DAZAP2 +
HSA-MIR-193B-3P POLE +
HSA-MIR-193B-3P VAV3 -
HSA-MIR-193B-3P C1QTNF2 +
HSA-MIR-193B-3P SGOL1 -
HSA-MIR-193B-3P RAC2 +
HSA-MIR-193B-3P NF2 +
HSA-MIR-193B-3P PRPF40B -
HSA-MIR-193B-3P CDT1 -
HSA-MIR-193B-3P STMN1 -
HSA-MIR-193B-3P BARD1 -
HSA-MIR-193B-3P AGPAT1 +
HSA-MIR-193B-3P ADCY9 +
HSA-MIR-193B-3P DLEU2 +
HSA-MIR-193B-3P FBXO5 +
HSA-MIR-193B-3P PRIM1 +
HSA-MIR-193B-3P HPRT1 +
HSA-MIR-193B-3P MCM10 -
HSA-MIR-193B-3P FANCG -
HSA-MIR-193B-3P CHAF1B -
HSA-MIR-193B-3P ERRFI1 +
HSA-MIR-193B-3P KANK2 -
HSA-MIR-193B-3P KBTBD11 +
HSA-MIR-193B-3P MLF1IP +
HSA-MIR-193B-3P MPST +
HSA-MIR-193B-3P MCM6 -
HSA-MIR-193B-3P GJB2 -
HSA-MIR-193B-3P SHCBP1 +
HSA-MIR-193B-3P ITPKA -
HSA-MIR-193B-3P LPCAT1 -
HSA-MIR-193B-3P LRR1 +
HSA-MIR-193B-3P SENP1 +
HSA-MIR-193B-3P PSIP1 -
HSA-MIR-193B-3P MAPK8 -
HSA-MIR-193B-3P BORA +
HSA-MIR-193B-3P NDC80 +
HSA-MIR-193B-3P ARHGAP11A -
HSA-MIR-193B-3P CTDSP2 -
HSA-MIR-193B-3P CCP110 +
HSA-MIR-193B-3P C5 -
HSA-MIR-193B-3P EFHD1 +
HSA-MIR-193B-3P NCAPG +
HSA-MIR-193B-3P HHAT +
HSA-MIR-193B-3P APCDD1 -
HSA-MIR-193B-3P ZNF618 -
HSA-MIR-193B-3P LOXL1 -
HSA-MIR-193B-3P FAM20B -
HSA-MIR-193B-3P SLC35G1 -
HSA-MIR-193B-3P LRRC8A -
HSA-MIR-193B-3P CDC25A +
HSA-MIR-193B-3P CDCA5 +
HSA-MIR-193B-3P SHMT2 +
HSA-MIR-193B-3P LMCD1 -
HSA-MIR-193B-3P ECT2 -
HSA-MIR-193B-3P KIF11 -
HSA-MIR-193B-3P ARHGAP19 -
HSA-MIR-193B-3P GIMAP2 -
HSA-MIR-193B-3P TMEM204 +
HSA-MIR-193B-3P GINS2 -
HSA-MIR-193B-3P TK1 -
HSA-MIR-193B-3P DONSON +
HSA-MIR-193B-3P TMC8 -
HSA-MIR-193B-3P CHEK1 -
HSA-MIR-193B-3P TYMS +
HSA-MIR-193B-3P MCM4 +
HSA-MIR-193B-3P KIF15 +
HSA-MIR-193B-3P CDC42EP4 -
HSA-MIR-193B-3P BTRC +
HSA-MIR-193B-3P C1ORF112 -
HSA-MIR-193B-3P RBBP5 +
HSA-MIR-193B-3P ASF1B -
HSA-MIR-193B-3P ZWINT +
HSA-MIR-193B-3P OIP5 +
HSA-MIR-193B-3P RASSF3 +
HSA-MIR-193B-3P MCM7 +
HSA-MIR-193B-3P MCM8 +
HSA-MIR-193B-3P HELLS +
HSA-MIR-193B-3P FANCI +
HSA-MIR-193B-3P MTFR2 -
HSA-MIR-193B-3P MAP7D3 +
HSA-MIR-193B-3P CDK6 +
HSA-MIR-193B-3P KIF22 +
HSA-MIR-193B-3P ZBTB5 +
HSA-MIR-193B-3P TRIP13 +
HSA-MIR-193B-3P HAUS8 -
HSA-MIR-193B-3P ARNTL2 +
HSA-MIR-193B-3P SULF2 +
HSA-MIR-193B-3P CDCA4 +
HSA-MIR-193B-3P MSH6 +
HSA-MIR-193B-3P VAMP8 -
HSA-MIR-193B-3P WHSC1 -
HSA-MIR-193B-3P SLC7A5 +
HSA-MIR-193B-3P SYNE2 -
HSA-MIR-193B-3P NAGA +
HSA-MIR-193B-3P KNTC1 +
HSA-MIR-193B-3P MYB +
HSA-MIR-193B-3P ACPL2 -
HSA-MIR-193B-3P CLSTN1 +
HSA-MIR-193B-3P SETD8 +
HSA-MIR-193B-3P DCAF7 +
HSA-MIR-193B-3P SSX2IP -
HSA-MIR-193B-3P DNMT1 -
HSA-MIR-193B-3P BUB1B -
HSA-MIR-193B-3P RCC1 -
HSA-MIR-193B-3P ASPM +
HSA-MIR-193B-3P RACGAP1 +
HSA-MIR-193B-3P CHDH -
HSA-MIR-193B-3P SEC61A1 -
HSA-MIR-193B-3P CCDC77 +
HSA-MIR-193B-3P HSBP1P2 +
HSA-MIR-193B-3P CENPJ -
HSA-MIR-193B-3P CDK1 +
HSA-MIR-193B-3P C12ORF49 +
HSA-MIR-193B-3P CEP41 -
HSA-MIR-193B-3P DSCC1 +
HSA-MIR-193B-3P APOLD1 +
HSA-MIR-193B-3P PKMYT1 -
HSA-MIR-193B-3P NSG1 +
HSA-MIR-193B-3P WDR62 -
HSA-MIR-193B-3P PCNT +
HSA-MIR-193B-3P UBE2C -
HSA-MIR-193B-3P SEPHS1 -
HSA-MIR-193B-3P PSMC3IP -
HSA-MIR-193B-3P HMGCR +
HSA-MIR-193B-3P BLM +
HSA-MIR-193B-3P PRNP +
HSA-MIR-193B-3P MND1 +
HSA-MIR-193B-3P UBR7 -
HSA-MIR-193B-3P TGFBR3 -
HSA-MIR-193B-3P PCYOX1L -
HSA-MIR-193B-3P TMEM164 -
HSA-MIR-193B-3P CCNA2 +
HSA-MIR-193B-3P MRPL42 -
HSA-MIR-193B-3P SEC31A +
HSA-MIR-193B-3P WDYHV1 +
HSA-MIR-193B-3P ESR1 -
HSA-MIR-193B-3P DNMT3A +
HSA-MIR-193B-3P GMNN -
HSA-MIR-193B-3P SOAT1 +
HSA-MIR-193B-3P MAX +
HSA-MIR-193B-3P SHMT1 -
HSA-MIR-193B-3P SMCO4 -
HSA-MIR-193B-3P PCNA -
HSA-MIR-193B-3P USP39 +
HSA-MIR-193B-3P CDCA7 -
HSA-MIR-193B-3P ATOH8 +
HSA-MIR-193B-3P GLO1 -
HSA-MIR-193B-3P NUPL1 +
HSA-MIR-193B-3P ELMO2 -
HSA-MIR-193B-3P MELK +
HSA-MIR-193B-3P LRRC40 -
HSA-MIR-193B-3P TERT +
HSA-MIR-193B-3P MORC4 +
HSA-MIR-193B-3P CCND1 -
HSA-MIR-193B-3P NT5DC3 -
HSA-MIR-193B-3P KIAA0101 +
HSA-MIR-193B-3P ZNF512B +
HSA-MIR-193B-3P PM20D2 +
HSA-MIR-193B-3P SIX1 +
HSA-MIR-193B-3P MYLK -
HSA-MIR-193B-3P PLAU +
HSA-MIR-193B-3P PKN3 +
HSA-MIR-193B-3P SESN2 -
HSA-MIR-193B-3P NLRP3 +
HSA-MIR-193B-3P TYW3 -
HSA-MIR-193B-3P PSRC1 +
HSA-MIR-193B-3P PLXNC1 -
HSA-MIR-193B-3P BRCA1 +
HSA-MIR-193B-3P ESPL1 -
HSA-MIR-193B-3P STRADB -
HSA-MIR-193B-3P MSANTD3 -
HSA-MIR-193B-3P TNFRSF21 +
HSA-MIR-193B-3P SLC35D2 -
HSA-MIR-193B-3P ENOX2 -
HSA-MIR-193B-3P CDC20 +
HSA-MIR-193B-3P TICRR -
HSA-MIR-193B-3P FAM111A +
HSA-MIR-193B-3P HYOU1 +
HSA-MIR-193B-3P CYTH1 -
HSA-MIR-193B-3P EXO1 +
HSA-MIR-193B-3P C11ORF24 +
HSA-MIR-193B-3P C16ORF59 -
HSA-MIR-193B-3P POLA1 -
HSA-MIR-193B-3P CHTF18 -
HSA-MIR-193B-3P SFXN2 +
HSA-MIR-193B-3P FANCA -
HSA-MIR-193B-3P DLX1 -
HSA-MIR-193B-3P CEP44 +
HSA-MIR-193B-3P SLC30A7 +
HSA-MIR-193B-3P PHLDA2 -
HSA-MIR-193B-3P TJP2 -
HSA-MIR-193B-3P PARP16 -
HSA-MIR-193B-3P POLQ +
HSA-MIR-193B-3P FAM132B +
HSA-MIR-193B-3P RUSC1 -
HSA-MIR-193B-3P CDCA2 -
HSA-MIR-193B-3P DHFRP1 -
HSA-MIR-193B-3P NPPC +
HSA-MIR-193B-3P TMTC1 -
HSA-MIR-193B-3P SNX9 -
HSA-MIR-193B-3P PHF16 -
HSA-MIR-193B-3P C15ORF57 +
HSA-MIR-193B-3P PEX11B -
HSA-MIR-193B-3P DSN1 +
HSA-MIR-193B-3P AREL1 -
HSA-MIR-193B-3P PITPNB +
HSA-MIR-193B-3P NCAPH -
HSA-MIR-193B-3P EFS +
HSA-MIR-193B-3P AIMP2 +
HSA-MIR-193B-3P DNAJC9 +
HSA-MIR-193B-3P HIST1H1D +
HSA-MIR-193B-3P SKA1 -
HSA-MIR-193B-3P CDC6 +
HSA-MIR-193B-3P GPATCH11 +
HSA-MIR-193B-3P GSG2 -
HSA-MIR-193B-3P HACE1 +
HSA-MIR-193B-3P EPHA2 -
HSA-MIR-193B-3P CASP9 +
HSA-MIR-193B-3P MCL1 -
HSA-MIR-193B-3P CBX1 +
HSA-MIR-193B-3P POLD1 -
HSA-MIR-193B-3P RFC4 -
HSA-MIR-193B-3P GINS3 -
HSA-MIR-193B-3P ZNF365 +
HSA-MIR-193B-3P AP5M1 -
HSA-MIR-193B-3P NCAPH2 -
HSA-MIR-193B-3P ZNF823 +
HSA-MIR-193B-3P TOP2A -
HSA-MIR-193B-3P ZNF395 -
HSA-MIR-193B-3P FANCM +
HSA-MIR-193B-3P HMGB1 -
HSA-MIR-193B-3P RTKN2 -
HSA-MIR-193B-3P FAM109B +
HSA-MIR-193B-3P FANCD2 +
HSA-MIR-193B-3P MYBL1 -
HSA-MIR-193B-3P SEPN1 -
HSA-MIR-193B-3P TBC1D1 -
HSA-MIR-193B-3P SPC25 -
HSA-MIR-193B-3P RAD51 +
HSA-MIR-193B-3P CENPQ -
HSA-MIR-193B-3P TACC1 +
HSA-MIR-193B-3P CHST14 -
HSA-MIR-193B-3P RECQL4 -
HSA-MIR-193B-3P PLEK2 +
HSA-MIR-193B-3P AUNIP +
HSA-MIR-193B-3P STARD7 +
HSA-MIR-193B-3P EZH2 +
HSA-MIR-193B-3P NFKB2 +
HSA-MIR-193B-3P ELK3 -
HSA-MIR-193B-3P EPDR1 -
HSA-MIR-193B-3P ORC6 +
HSA-MIR-193B-3P NHLRC2 +
HSA-MIR-193B-3P POLE2 -
HSA-MIR-193B-3P COPRS -
HSA-MIR-193B-3P CNOT6 +
HSA-MIR-193B-3P RRM2 +
HSA-MIR-193B-3P KRAS -
HSA-MIR-193B-3P KIF1B -
HSA-MIR-193B-3P ABI2 -
HSA-MIR-145-5P HLTF -
HSA-MIR-145-5P MIXL1 +
HSA-MIR-145-5P KIF21A +
HSA-MIR-145-5P YES1 +
HSA-MIR-145-5P MAP4K2 -
HSA-MIR-145-5P SRGAP1 -
HSA-MIR-145-5P FSCN1 -
HSA-MIR-145-5P APH1A +
HSA-MIR-145-5P SMAD4 -
HSA-MIR-145-5P FAM3C +
HSA-MIR-145-5P C11ORF65 +
