source	target
HTT	CLTA
ELK1	MAPK1
CTBP1	RBPJL
ATF2	PENK
RARA	ELF4
CEBPE	MPO
RBPJL	NOTCH1
RUNX1T1	hsa-miR-223
STAT3	B3GAT3
NOTCH4	DVL2
E2F1	CCNE1
EGR1	hsa-miR-212
EGR1	CD28
ATF1	PGK1
TP53	PIDD
WT1	SOX11
NFATC3	PTGS2
HIF1A	KCNA4
MYC	RBM15B
PIAS1	MYC
HIF1A	VEGFB
E2F1	PDPN
RXRA	SCP2
E2F4	GABRA5
IRF5	IL6
MYC	PDE6D
TFAP2A	OAT
E2F1	GSTM2
RARG	FBP2
E2F1	ABCB10
MYC	EPB42
AR	HSP90AA1
WT1	SLC6A6
STAT5A	PIAS1
E2F2	TIGD3
MYC	ZNF451
MYC	SLC39A7
MYOG	hsa-miR-133a
STAT5A	CREBBP
IRF7	IFNA1
ESR1	AKT2
E2F4	PDE9A
MYB	FGF13
E2F4	BACH1
NFKB1	IL1R1
RELB	IKBKB
HIF1A	TUFT1
RELA	PPP2CB
NFIA	ALB
ETV4	IL13
FOS	MMP9
HOXB13	TCF7L2
TP53	LITAF
CREB1	JUN
GLI2	FBXW11
ELK4	MAPK12
GLI3	CSNK1A1
PAX6	PDHX
CEBPB	UGT1A10
ABL1	CBLC
E2F1	FAIM
CTNNB1	hsa-miR-372
EGR2	TP73
E2F1	DPH5
CEBPA	PPARG
STAT3	PRKAB2
AR	VEGFA
MYC	RBM39
TFAP2A	DRD1
CTNNB1	CREBBP
SP1	KIAA0146
SMURF2	NTRK1
RXRG	FABP1
TFAP2A	HK2
BMPR1A	hsa-miR-21
CEBPB	SAA1
LEF1	CLDN2
ATF4	PRKACG
MYC	COPS2
NFKB1	CSNK2A2
MYC	SYK
STAT1	CCND1
TCEB2	HIF1A
ESR2	hsa-miR-24
SP1	BAX
STAT1	PPP2R1B
TP53	C16orf53
TFAP2A	GM2A
ETS1	NNAT
CEBPA	FGA
SPI1	ITGAX
STAT5B	CEL
SMAD4	JUN
MYB	CCNA1
SMAD3	ACVR1
POU2F1	PLAU
EP300	CDKN2B
TFAP2A	ACSL3
NPAS2	RORA
E2F4	SUPT4H1
EPAS1	EGLN1
NOTCH4	NUMBL
E2F1	EGF
TP53	MAPK13
POU2F1	IL8
NFKB1	SERPINA3
PIAS2	STAT4
ATF4	PRKACB
NFKB1	IL4
MYC	FOXM1
GNRH1	hsa-miR-132
E2F1	PCBD2
MCM5	ORC4
NFKB1	SAA2
ETS1	KDR
EP300	RBPJ
STAT3	NOS2
POU2F2	NOL3
MYC	ZNF593
RXRG	ACOX3
E2F2	GNAS
AKT2	hsa-miR-22
FLI1	MMP2
NR3C2	ATP1B3
CEBPB	IL17F
STAT5A	COPS2
MYB	TF
ETS1	GZMB
RARA	RPE65
USF1	GCK
STAT4	hsa-miR-135b
TFAP2A	HSPA1A
MYC	NXT1
SP3	IRF3
SP3	CYP3A7
AR	PPARG
WWP1	FGFR3
TFAP2A	HMGCS2
E2F4	GINS1
TFAP2A	FLI1
NFKB1	CYP27B1
TP53	MCM7
AR	FABP1
RARB	PLAT
TP53	VCAN
CREB1	AQP3
ATM	TP53
MYC	CBX5
PPARD	SERPINE1
MYC	RPS21
JUN	MMP19
REL	EGFR
SMAD7	IFNG
LEF1	SPP1
MYC	RPL19
SPI1	MPO
AR	MAP4K2
PPARD	SEMA6B
NKX2-5	hsa-miR-19b
CEBPA	FN1
NFATC3	PPP3CC
CREB1	DDX5
NFIC	SLC2A4
JUN	VEGFB
MYC	MTF2
CEBPA	IL1A
CEBPA	TF
TP53	HMGN2
STAT1	PIAS4
SMAD3	EPO
E2F2	C1S
NFKB1	DPYD
MYB	VIM
CIITA	STAT1
PPARG	APOE
MAPK11	IL8
E2F1	C15orf23
USF2	ALB
MYC	MAN2A2
SP1	ADA
CREB1	DRD1
EGR1	TP53
MYC	PCNA
E2F2	NOL9
USF1	AVP
TFAP2A	BACE1
E2F1	MUM1
RARG	IL2
PAX6	ITGB1
SP3	CDH5
ATF1	AGXT
JUN	PLAT
E2F4	HLTF
E2F2	GTF2E1
ETS1	CDK11A
TWIST1	hsa-miR-205
E2F1	KLF17
ETS1	TCN2
E2F1	NOL9
PPARG	NR1H3
TWIST1	hsa-miR-10b
ESR1	SMAD4
E2F1	PBX4
SPI1	CD40
MYC	PCF11
MYC	LSP1
ATF1	VIPR1
EGR1	FAS
TP53	NFIC
CEBPA	MPO
TP53	APCS
TFAP2A	ITGB1
SP1	RGL3
STAT5B	TIMP3
SMAD1	GDF15
MYC	SPIB
NFIC	SFTPB
CEBPD	NOS2
TGFB1	hsa-miR-29a
MYC	LAGE3
SP1	AGT
ETS2	MGAT5B
RARA	TNFAIP2
ETS1	SLC26A3
GLI3	WNT2B
SPI1	LTF
STAT3	PRKAG3
CTNNB1	CDH5
ETS2	THBD
CREB1	MSMB
ETS1	CDKN1B
ETS1	ABCB4
NOTCH2	PSEN2
SP1	FURIN
RXRA	ACADM
MYC	CACNG3
MYC	RPL18
CREB5	PRKX
E2F2	VPS4A
JUN	TH
ATF4	CXCR5
RELB	IKBKG
NR0B2	hsa-miR-433
SPI1	TBXAS1
DAXX	MAP3K5
PPARA	ACSL1
TFAP2A	ADRB1
IRF1	hsa-miR-155
USF1	CALCA
E2F1	ARHGAP36
MYC	TRAP1
E2F2	AMPD3
NFKB1	F3
E2F2	ZCCHC8
TP63	S100A2
SP1	TTR
HIF1A	B4GALT1
NFKB1	MAPK14
CREB1	PCK1
E2F4	MCM5
MYB	TERF2
TP53	PIK3CA
RELA	PTGS2
STAT1	CYP19A1
SPI1	RUNX1
NFKB1	PGF
RXRB	PLIN1
TP53	hsa-miR-155
EGR1	EGFR
MYB	F3
AR	HSD11B1
NFKBIA	RELA
CTBP1	LEF1
RXRA	FABP4
CEBPB	TGFB1
MYC	TUBG2
CREB1	CYP11B2
EPAS1	TCEB1
AR	SMPD1
IL2	hsa-miR-182
NR3C2	ATP1B2
HOXD3	ITGA5
HOXB7	NUDT6
TP53	AFP
MAFA	INS
IL1B	hsa-miR-9
CLOCK	RORA
MYC	RECQL5
TFDP1	RBL1
E2F4	UMPS
RELA	HSPB1
RARG	SERPINF1
NFIC	PROC
ESR1	KRT19
NFKB1	BCL2
CRY1	CSNK1E
TFAP2A	MADCAM1
TP53	CABLES1
E2F1	KCNC4
CREB1	ETF1
ESR2	C3
AR	DBI
SP1	ETS1
MYC	GNL3
HDAC2	RBPJL
NFIC	NR3C1
TNF	hsa-miR-9
APC	DVL1
NFKB1	EDN1
E2F2	SUZ12
RBPJ	CTBP1
DTX1	NOTCH4
JUN	FASN
MYC	ALG5
MCM2	ORC6
IKBKB	TAB2
RELA	CCL20
CREB1	HTR2A
CREB1	NR5A1
HIF1A	F3
NEUROD1	IAPP
E2F1	SPANXA1
TFAP2A	CFTR
TFAP2A	POLA2
WT1	WTAP
E2F1	KDM4C
SP1	AR
SP1	SHMT2
GLI1	WNT11
ATF4	MAPKAPK3
NFKB1	CD22
NFKBIA	TRAF2
STAT5B	RARA
JUN	IL1B
TP53	EGR1
POU2F2	ITGAX
TP53	PPP2R4
E2F2	CLIP1
TP53	EGFR
RARG	SMARCA1
ETS1	FOS
CREB1	NR4A2
TFAP2A	PRKCB
EP300	CREB1
NFIC	AHSG
HOXA10	ITGB3
SPI1	CD53
RARA	PRKCA
MYB	NRAS
E2F4	RAD54L
CEBPA	CDKN1A
SP1	JUP
GLI2	PTCH2
CREB1	HLA-DQB1
MITF	MAPK3
E2F4	ALDH5A1
HIF1A	ARNT
NFKB2	RELA
ESR1	BTF3P11
E2F1	UPF3B
E2F1	AMDHD1
E2F1	C1orf123
IRF5	IL8
GLI1	BMP8A
ATF1	BCL2
ETS1	LCP1
E2F4	WEE1
HTT	HIP1
MYC	SEC62
STAT5B	EGFR
MYC	MTHFD1
ESR1	FBLN1
RXRB	SLC27A1
LEF1	FOSL1
NFATC2	PPP3CB
SMAD6	SMAD1
CEBPA	E2F2
NOTCH4	RBPJL
SMAD3	CUL1
RARA	NRIP1
E2F1	CCDC113
TFDP2	RBL1
USF1	APP
E2F1	SSX8
EP300	PRKACG
JUN	SFTPA1
RARG	S100A8
MYC	CREB1
NFKB1	APOE
ETS1	ENG
E2F2	HERC2P2
E2F1	COX6A2
TCF7L1	JUP
MCM3	CDC7
E2F1	LINGO1
SP1	ARID4A
MYC	CKS1B
TLR2	hsa-miR-9
TFAP2A	CTF1
PPARA	ACSL4
TFAP2A	ATP1A1
PER3	BTRC
ESR1	PNRC1
AR	IL6ST
NFKBIA	AKT2
RXRA	ACOX1
E2F2	CASR
TFAP2A	CELSR1
USF1	ABCA1
RXRB	CPT1C
MAPK11	CXCL1
NFKB2	CCND1
SP1	PGR
ETS1	ATP5B
TFAP2A	NOS3
E2F4	SLCO4A1
TP53	ETS2
AR	CDH13
NOTCH2	JAG2
E2F4	S100A6
NFKB1	GSTP1
ESR2	SMARCA2
GLI1	WNT7A
CREB1	PRKACG
MYC	U2AF1
SP1	MMP2
TFAP2A	PTGDS
HIF1A	IGFBP1
NKX2-5	hsa-miR-20a
TGFB1	hsa-miR-200a
ZBTB16	JUP
USF1	SNAPC1
TFAP2A	GDNF
ETS2	TFEC
GLI1	WNT7B
MYB	KCNH4
ETV4	BTK
FOS	VEGFC
SP1	TAF7
STAT4	IFNG
ESR2	EBAG9
SP3	MIPEP
HDAC1	RB1
NFKB1	SPRR2A
ESR2	EGFR
RARB	ICAM1
RELA	CTSB
FOS	MAPK14
PTTG1	ANAPC7
STAT3	TRH
ETV4	SLC6A6
NOTCH3	RBPJ
SMAD3	EDN1
E2F4	SFPQ
SP1	CDKN1A
PGR	IFNB1
MYC	TCIRG1
FLI1	FOS
TNFSF12	hsa-miR-146a
ESRRG	hsa-miR-433
MYC	SMAD6
ETV4	SFTPD
ESR1	NCOA2
RXRG	PCK2
SP3	CALCR
FOS	UBP1
NFIC	MBL2
MYC	PRDX3
E2F1	TRIM69
SMAD3	SKP1
TFAP2A	HOXA4
RARG	AMH
RELA	SELE
IKBKB	IRAK2
NOTCH3	DTX1
HIF1A	KCNA5
TFAP2A	HSD17B1
NFATC4	CHP1
GLI2	CSNK1G2
MYC	SLC28A2
SP1	FOSL1
EGR1	TIMP2
PPARG	PPP2R2C
STAT3	IL2RA
EGR1	THPO
TWIST1	hsa-miR-373
STAT3	OSM
AKT1	hsa-miR-125b
MYB	PPP1R7
ETS1	NTHL1
EPAS1	PDGFB
MYB	SLC25A21
MYC	HAX1
E2F2	SCYL2
STAT3	SOCS7
E2F1	SUGP2
ONECUT1	HNF1B
PPARG	APOB
E2F1	CALM1
TLX1	hsa-miR-19a
MYB	CHAT
ETS1	VCAM1
CEBPA	HMGCS2
SP3	USF1
E2F2	MAGOH
EGR1	FLT1
E2F4	RAD51
FOS	IL2
E2F4	TP53
FLI1	GP6
PTTG1	ANAPC11
E2F4	SAYSD1
MYC	ZNF410
SIX1	hsa-miR-200a
CEBPA	GNRHR
E2F1	hsa-miR-106a
MYC	AKR7A2
CREB1	hsa-miR-9
E2F1	FGG
STAT1	RNMT
SP1	PCK1
AR	HOXC8
E2F2	SALL1
SPI1	CLC
TSG101	FAM125A
JUN	RNMT
SP1	SERPINA3
TP73	hsa-miR-193a
JUN	SCGB1A1
JUN	CLN5
USF1	DFFB
ESR1	NCOA1
ESR1	E2F1
RBL1	SMAD3
ESR2	hsa-miR-27b
NFATC4	CSF2
STAT5B	KIT
E2F1	MED17
SOS1	SPRY4
RELA	AKT3
FOS	MMP13
NFAT5	PPP3R2
STAT3	TYK2
SP1	TIMP2
LEF1	MARK4
NFATC1	PPP3R2
NFKB1	PPP2R2B
TP53	PRKAB1
PPARA	CITED2
NFIC	SFTPC
NOTCH4	LFNG
E2F2	SSFA2
MYB	RBL1
TP53	IGF2
SMAD4	EDN1
USF2	INS
TP53	CSF1
IKBKG	IRF7
POU2F1	AKR1C2
MYC	PSMB1
SMAD4	TNNC1
TP53	GAS1
E2F1	PFDN5
ETS2	FOS
TCF7	MMP7
JUN	CD5
MYC	BCL2
ESR1	hsa-miR-18b
EP300	TCF7
RXRB	FABP4
HCLS1	DNM3
E2F1	ERCC8
PPARA	EDN1
POU2F1	LIFR
STAT4	IL2RA
WWP1	IGF1R
TP53	GML
RBL1	CCND1
NFKBIA	NFKB2
TP53	PCNA
NFKB2	TRAF4
POU2F1	TSC22D3
E2F4	MYCN
POU2F2	ETS1
LEF1	EP300
NFKB1	hsa-miR-21
TFAP2A	TP73
E2F4	DMRT1
CREBBP	SMAD3
E2F1	HBE1
MYC	ZNF85
CTNNB1	TCF7L1
SP3	TGFB1
FOS	ETS1
MYC	TRIM44
TFAP2A	REV3L
ATF2	HLA-E
NOTCH4	RFNG
E2F1	NDUFA7
E2F4	HNF4A
GLI1	CSNK1A1
JUN	ALDOA
E2F4	CDC45
CTNNB1	PTPN1
AR	SLC10A2
IKBKG	TRAF6
E2F4	PRKDC
E2F4	SEPT5
MCM4	ORC5
NFKB1	TINF2
MYC	NUP153
NFKB1	PDCL
RARB	FBP2
NFKB1	CXCL10
IRF7	IRAK1
SP3	HMGA2
SMAD9	BMPR1B
RARA	PNRC1
NFAT5	PPP3R1
SP1	GUCY2C
NFATC3	MAPK12
E2F1	C10orf46
RARA	S100A9
ETS1	hsa-miR-146a
USF1	CEACAM5
CTNNB1	hsa-miR-371
E2F2	TAF5L
E2F1	LRRTM1
RXRA	OLR1
ELK1	VAV1
MYC	RBM4
MYC	MAPK3
MYC	PRKCSH
regulator_symbol	target_symbol
NFATC4	PTGS2
TP53	NOS3
AR	THPO
E2F1	SLX4
VHL	EPAS1
EGR1	GCG
MYC	METTL1
BMP4	hsa-miR-200c
MYC	SYMPK
CTBP1	TCF7L1
TFAP2A	HTT
USF1	XRCC6
GLI3	CSNK1E
E2F4	ZNF267
HTT	AP2M1
E2F1	MCM3
SMAD1	ID4
LEF1	CTBP2
EGR1	AREG
EP300	CTNNB1
HIF1A	PDGFB
RB1	ABL1
NPAS2	CRY2
MYC	HMBS
LEF1	DCT
FLI1	SRF
SP1	CCL2
MYC	CLN5
IKBKG	MAP3K14
SPI1	IL12B
NFKB1	VAV1
EP300	SMAD2
IKBKG	IRS1
HNF1A	HNF4G
E2F4	CDC37L1
CREB1	NR3C2
E2F1	FBLIM1
SMAD4	TFDP1
E2F1	LOC51145
JUN	ELN
FOS	KRT16
MYC	SYPL1
AR	SMARCA2
GLI1	ZIC2
POU2F1	ETS1
CREB1	TIMP1
EIF2AK2	MAPK11
PTTG1	CDC16
TSG101	VPS28
SMAD1	IGFBP3
NFIC	ADA
EGR1	IL2
SP1	ETS2
SMAD4	SMAD9
E2F1	hsa-miR-19b
NOTCH3	MFNG
TCF7L1	MYC
STAT5A	BCL2L1
STAT3	SOCS4
STAT5A	PIAS3
NR3C2	SCNN1B
NFE2L2	EIF2AK1
SPI1	ITGB1
NFAT5	PPP3CC
CREB1	CCNA1
RXRA	EHHADH
MYC	MAGEA3
NFIC	PRG2
RELA	IL12A
GLI2	BMP7
PPARA	HMGCS1
ETV4	MMP2
E2F2	TRMT12
RXRA	PCK2
EGR1	hsa-miR-106a
SMAD2	RBL2
RUNX1	CEBPA
SMAD1	APOB
IRF7	IFNA4
E2F4	MAPRE1
AR	EDN1
TCF7L2	MMP7
POU3F1	OXT
CEBPA	FGFBP1
E2F4	MYC
SP1	ACACB
ESR1	CRHBP
MYC	SYNGR2
SP1	SLPI
NFIC	ALDOA
FOS	MMP1
CREB1	ATP1A1
AR	NCOA4
E2F1	ARNT
POU2F1	CD79B
SP3	CYP27A1
TCF7L1	BIRC5
NFE2L2	EIF2AK3
SP3	IL12B
MYC	AKR1B10
TP53	hsa-miR-34a
NFKB1	MSX1
RXRA	CPT1B
E2F2	CCNE2
STAT5A	BCR
ETS2	MYBL1
CREB3L3	PRKACA
STAT5A	TIMP3
ESR1	OXT
AR	SNORD116-1
RARA	BCL2
MYB	WDHD1
TFAP2A	GLI1
MYC	ARFIP2
E2F1	TFIP11
E2F1	HIST2H4A
NFATC1	TNF
PRDM4	NGFR
E2F1	DIRAS2
SPI1	FES
MCM2	DBF4
RELA	BIRC3
MYB	KIAA0020
STAT4	MYC
RBL2	CDK6
JUN	OAS2
E2F2	USP1
LEF1	CD1D
RARA	UGT1A10
RARG	SMARCA2
NFKB1	TRAF5
SMAD4	FOXH1
IRF7	TBK1
IRF7	IFNA6
WT1	RARA
SMAD1	BMPR1B
CLOCK	CSNK1E
NFIC	UROS
ETS1	IGHG3
MYB	CD5
ESR2	PNRC1
IKBKB	TRAF2
TFAP2A	ARSB
MYC	SLIT1
IL6	hsa-miR-301a
E2F1	N4BP2L1
SMAD2	CDKN1A
CREB1	SPRY2
ETS1	GATA1
GLI3	HHIP
NFKB1	HSD11B2
ZEB1	hsa-miR-7
PIAS3	STAT3
NFATC4	MAPK11
CEBPB	ADM
PPARG	CYP4A11
TP73	hsa-miR-143
USF2	TGFB2
MYC	CD164
GLI1	WNT16
E2F1	FAM184A
PPARD	FABP3
MYC	PSMB7
TFAP2A	AQP2
NFIC	TNNC2
MYC	RPS15
CIITA	RFXAP
ESPL1	RAD21
MAX	MAPK13
E2F4	BARD1
NFKB1	BCL10
SP1	CYP11A1
TP53	RCHY1
POU2F1	VWF
MYB	CLNS1A
MYB	IGF1R
SMAD4	ID4
RARG	TGM1
CEBPA	FGL2
E2F1	YIPF1
STAT4	SOCS2
RXRA	CYP7A1
PPARA	AKT1
AR	NR1D1
CEBPB	TNFAIP6
JUN	NR0B2
GLI2	BCL2
MYB	BCL6
ETS2	SURF1
E2F1	MSH2
MAPK14	hsa-miR-34c
RBL2	TFDP2
PPARA	LIPE
CEBPA	IL10
EGR1	hsa-miR-335
ETS1	VEGFC
PRKCA	hsa-miR-15a
CEBPA	MYC
CLOCK	NR1D1
CREB1	EP300
RBPJL	CREBBP
ATF2	RB1
RBPJ	KAT2A
E2F1	HERPUD1
RXRA	PAX8
TP53	PLK3
SMAD3	SMAD6
MYB	EIF2S1
E2F4	IFNAR2
SMAD7	TGFBR1
TFAP2A	ABCD2
ESR1	KAT2B
AR	AKT1
SP3	CYP11A1
SMAD2	TGFB3
TP53	S100A9
CEBPA	CD14
SMAD4	TGFB1
RXRB	SCD
TP53	TOP2A
NFIC	APOA2
CREB1	CALCA
PPARG	HES1
STAT2	PIAS2
MYC	HIST2H2BE
MYC	JUN
JUN	ADH7
RB1	CDK2
TFAP2A	HCK
MCM5	ORC2
E2F2	LOC284889
AR	MMP9
EP300	CREB3L2
ABL1	SHC3
CREB1	PRKACA
STAT5B	hsa-miR-17
SP1	COL11A1
IKBKG	NFKBIE
TCF7L1	EP300
USF2	IL3
MYC	RNMT
MYC	GC
SP1	CPS1
E2F4	PTTG1
SP3	AOX1
ETS1	ANPEP
NFKB1	DNASE1L2
CTNNB1	CSNK1A1L
MYC	NDUFS6
TFAP2A	IL13
IRF5	IL1B
AR	PDHA1
CEBPA	SFTPD
IRF9	STAT3
E2F1	TSNARE1
USF1	GLI1
CTBP1	RUNX1
E2F2	NOP14
WT1	SLC22A8
ESR1	TAC3
USF1	APEX1
RARG	ARR3
STAT5B	PIM1
HIF1A	NOS2
E2F1	MCM9
ETS1	GP6
NKX3-1	AKT3
SMAD7	MET
E2F1	RBL1
E2F2	LRP3
RXRB	ANGPTL4
ESR1	TFAP2C
TGFB1	hsa-miR-194
NOTCH4	JAG2
JUN	ACE
CEBPA	hsa-miR-29b
MYC	AMPD2
E2F1	hsa-miR-18b
NFKB1	CSRP1
MYC	CYBA
RARB	TGM1
PPARD	APOA1
MYC	SLMAP
RELA	IL2RA
TCF7L1	CCND1
SMAD3	RBX1
RARA	POU1F1
LEF1	hsa-miR-371
HLF	ANXA8
RXRB	ACOX1
E2F4	MYCL1
SREBF1	PKLR
EGR1	SERPINE1
IKBKG	MAP3K7
RELA	ICAM1
E2F1	DNAAF2
SP1	MIP
JUN	SLC6A4
HIF1A	GAPDH
CREBBP	CREB3L1
STAT5A	PRF1
E2F2	PDC
MYC	TPT1
SMAD3	E2F5
TP53	MAPK8
PER3	PER3
REL	IL1B
HIF1A	CXCL12
E2F1	CSRNP3
MYC	SMC1A
TP53	BCL2L1
MYB	DKC1
ERG	ESR1
PER3	SKP1
NKX3-1	AKT1
USF1	OGN
CEBPB	HSP90AA2
MYC	MCM3
ESR1	SP3
REL	CXCL2
AKT3	hsa-miR-22
MYC	RANBP3
E2F1	DPCD
PER3	FBXW11
SMAD7	SMAD2
MYC	CDK5R1
RELA	TNF
EPAS1	TEK
ETS1	CSN2
TP53	TNFRSF10A
SMAD3	GADD45B
SP1	MMP28
STAT3	EXOC3
RARB	INS
FOS	TSHB
MYC	RPS5
CREB3L1	CREBBP
FOS	TGFB1
SMAD3	ACVR1C
JUN	TP53
RARA	HOXD4
RBL2	E2F5
ETS1	MAGEA4
TP53	ALDH1A3
BRCA1	TAF10
SP1	FES
SMAD3	MYC
RARG	PTHLH
TP53	BIRC3
EGR1	FCER2
SP1	RPL10
IRF1	EIF2AK1
SMAD7	SMAD1
RELA	AGT
E2F4	SYNGR1
STAT3	CDKN1A
RARB	KRT1
RXRG	CPT2
USF2	SERPINE2
EPAS1	TGFB1
NFKB1	IL1B
AR	NCOA1
STAT1	TYK2
FOXO1	FBP2
SP1	COL4A1
E2F4	CREG1
SMAD1	PDGFC
MYC	THRAP3
CEBPA	NFYC
RELA	MAP3K7
RELA	GSTP1
CTNNB1	PECAM1
ESPL1	REC8
MYC	ODC1
RBL1	CDK4
PPARG	OLR1
MYC	KPNA3
HOXA5	TH
HOXB1	OTX2
SMAD4	LEF1
CREB1	DLD
MYC	IDH3B
BCL3	CDH13
STAT5A	CD40
MYC	TPP2
SMAD3	PITX2
ERG	CDH5
POU2F1	NKX2-1
AR	FADS2
SP1	UBE2L3
MYC	FANCA
TP53	CASP8
RXRG	UBC
E2F4	GPANK1
SP1	CCL20
USF1	IAPP
MYB	HHLA1
STAT1	LTC4S
CEBPB	IGF2
STAT3	A2M
CTNNB1	CTNNB1
POU5F1	hsa-miR-302a
E2F2	C10orf46
JUN	MAT2A
ERG	MMP3
NFKBIA	IKBKB
E2F2	NT5DC3
ETS2	JAK3
IRF7	IFNA8
SP1	COX7A1
USF2	DFFB
E2F4	STAM
TP53	MSH2
CSDA	TJP1
NFIC	CYP11A1
SP3	TNF
E2F2	ZFC3H1
TFAP2A	MT1A
CREB1	CCND1
IRF7	IKBKG
AR	ADIPOR1
PML	CCNA1
E2F4	AKR7A2
NKX6-1	NKX2-2
CREB1	EGR1
TP53	DDB2
TP53	PEG3
E2F1	HIST1H2AE
SP1	SRC
SP1	CDKN2B
CEBPA	NFYB
RELA	NFKBIE
STAT5B	hsa-miR-92a
BRCA2	RAD51
MYB	CLU
MYC	MMP1
NFKB2	SELP
ATF2	IFNG
ERG	MMP9
WT1	NOV
JUN	TNC
E2F1	CDK1
AR	FOXA1
IRF7	IFNB1
ERG	VIM
E2F1	hsa-miR-449a
TP53	BAG1
GLI3	WNT16
MYCN	hsa-miR-221
E2F4	ACTG1
IKBKB	PRKCQ
STAT1	SOCS5
ATF1	FLI1
MYC	ZNF271
ETS1	SPRY2
MAFA	PDX1
SP1	KCNH4
MYC	CCHCR1
PPARG	CD83
NFKB1	IKBKB
TFAP2A	CD36
E2F1	TRPC7
MYC	PPAT
STAT5B	IGF1
EGR1	CRABP2
RELB	ITGAM
MYC	RPL10
TLX1	hsa-miR-17
RARB	CETP
GLI2	WNT7A
EGR1	AKR1B1
PREB	SAR1A
MYC	FKBP2
STAT3	CCND3
CREB1	ETV3
RBL1	SMAD2
AR	TNFRSF1B
E2F1	ITGAL
MYC	HSPA9
NFKB1	RIPK1
STAT1	CCND3
E2F2	ASB14
PPARD	RELA
ETS1	FIGF
E2F2	N4BP2L1
RARA	HOXA4
KAT2B	RBPJ
MYC	RPL9
SOX17	LEF1
WT1	IGF2
PPARD	GADD45A
FOXO1	AKT2
SMAD9	MAPK3
ETS2	CD163
NOTCH3	DVL2
NFKB1	CCND2
EGR1	IGF2
NFKB1	hsa-miR-9
NFKB1	TFPI2
USF2	ABCA1
SMAD3	CREBBP
SMAD3	LEF1
PPARA	SLC27A1
E2F4	RB1
USF1	TFF2
AR	TPO
JUN	SEC62
HIF1A	CA9
ETS1	CD4
RELA	NOL3
RB1	HDAC2
E2F1	MKX
EGR1	AR
NFKB1	TRAF2
SPI1	MNDA
TFAP2A	PCDHB11
STAT6	CCND1
TP53	FBLN1
MYC	SARS
E2F2	OAS2
SPI1	ITGAM
NFKBIB	FBXW11
RELA	CDH13
NFKBIA	UBE2D2
ESR2	CYP27B1
STAT5B	IRF9
MYC	NUP88
TP53	P2RX4
ATF1	TG
PIAS1	STAT3
NOTCH4	DTX1
MYC	MFAP1
E2F1	hsa-miR-363
LEF1	PPARD
MYCN	hsa-miR-18a
MYC	CNTN2
SP1	ADRB1
SP3	TLR2
STAT3	MUC4
TFAP2A	PDE5A
MYB	NFYC
PPARG	ADAM28
POU2F2	LYN
PER2	PER3
MYB	RPL10A
HIF1A	VEGFC
SOS1	SPRY3
TFAP2A	TK1
JUN	NRAS
NFIC	GOT1
E2F2	DYNC2H1
NFATC3	MAPK13
PPARG	SCGB1D1
RELA	IFNB1
E2F2	BLVRA
SP1	BRCA1
NFKB1	AKT1
NFKB1	hsa-miR-29b
NFKB1	BIRC3
MCM7	ORC1
MYB	GTF2H3
CEBPA	CETP
MYC	UROD
MYC	CACNB1
E2F2	BRD2
EGR1	hsa-miR-32
TFAP2A	DHX8
MYC	MMP15
SMAD2	TGFB2
MYC	NUP62
E2F4	EGR4
NFATC4	CHP2
NEUROG3	NKX2-2
E2F1	TOP1
TFAP2A	CHRNA7
AR	CASP3
PER3	CUL1
MYC	ELK1
SMURF2	ERBB4
CLOCK	BHLHE41
AR	HOXA7
PPARD	ACADL
SPI1	NCF2
PPARG	AKT1
RXRA	DBI
RARA	AMH
PGR	PIK3R3
MYC	CBS
MYB	TSC22D3
TFAP2A	NR3C1
E2F1	PDZK1IP1
NFKB2	CHUK
MYC	TMF1
ORC2	MCM5
JUN	ITGAX
CREB3L3	GSK3B
RARA	TNFRSF1B
HIF1A	HIGD1AP1
MYC	RPS19
FOS	PGR
SRF	ELK4
MAPK14	IL8
NFKB1	CFTR
TP53	PLK2
YY1	hsa-miR-29a
E2F2	DCTN3
TCEB1	HIF1A
E2F1	TMBIM1
ATF1	PCSK1
EPAS1	KDR
ETS1	ETS1
E2F1	SPOCK1
E2F1	KIF24
RARB	S100A9
ATF6	DDIT3
ATF1	MED21
SMAD4	hsa-miR-143
TCF7L2	RUVBL1
KLF2	hsa-miR-126
NOTCH2	NUMB
CREB1	HFE
ATF1	UCP1
WT1	CDH1
PAX6	ETS1
MYC	hsa-miR-106a
E2F1	MMP14
LEF1	RUVBL1
STAT4	IRF1
PAX2	SFRP2
MYC	PSMD5
SNW1	RBPJ
SP1	MCTS1
ATF2	PTGS2
NFIC	DDB1
MYC	HOXD13
MYB	ELK1
NFIC	IRF3
MYB	CCT5
MYC	VEGFC
E2F1	GPD2
MYB	BCL2
ETS1	CSNK2A2
SP3	APOA1
CREB1	ARG1
POU2F1	POU1F1
TCF7L2	MYC
SP1	MMP12
E2F1	FLJ38773
ATF4	EIF2S1
USF2	CCNB1
MYC	GALC
NFKB1	RAC2
CEBPD	CFTR
TFAP2A	HSPA8
USF2	GLI1
MYC	MAPRE1
SP1	NRGN
NFKB1	ADORA1
MITF	TYR
RELA	RAC2
DTX1	NOTCH3
POU2F1	CLC
E2F2	PAPPA
CREBBP	CREB1
SMAD2	TFDP1
ATF2	NR4A2
E2F1	UBL7
HCLS1	DNM1L
JUN	TNFSF10
RUNX1T1	SPI1
